timestamp,tid,bool_type,satoshi,price,volume,var_mean,bool_volume
1665421826,14297081,True,629031,100144.856,629.94,-0.011,2
1665421829,14297082,True,529132,100163.98,530.0,-0.011,2
1665421839,14297083,True,587314,100160.211,588.25,-0.011,2
1665421858,14297084,True,21359027,100074.78,21375.0,-0.012,1
1665421863,14297085,False,546000,100045.946,546.25,-0.012,2
1665421874,14297086,False,2308620,100029.962,2309.31,-0.012,2
1665421912,14297087,True,1478964,100174.806,1481.55,-0.011,2
1665421912,14297088,True,30,100174.806,0.03,-0.011,0
1665421937,14297089,False,1890000,100059.212,1891.12,-0.012,2
1665421937,14297090,False,679000,100059.212,679.4,-0.012,2
1665421937,14297091,False,1133000,100058.013,1133.66,-0.012,2
1665421937,14297092,False,1074000,100057.99,1074.62,-0.012,2
1665421937,14297093,False,1472000,100057.75,1472.85,-0.012,2
1665421937,14297094,False,5032280,100057.568,5035.18,-0.012,2
1665421947,14297095,True,19959,100220.729,20.0,-0.01,0
1665421949,14297096,False,298000,100063.602,298.19,-0.012,2
1665421949,14297097,False,984999,100063.484,985.63,-0.012,2
1665421949,14297098,False,519000,100063.376,519.33,-0.012,2
1665422024,14297099,False,472990,100100.177,473.46,-0.012,2
1665422066,14297100,True,521223,100272.832,522.65,-0.0099,2
1665422076,14297101,False,331990,100118.147,332.38,-0.011,2
1665422076,14297102,False,350595,100118.147,351.01,-0.011,2
1665422130,14297103,True,2410291,100251.326,2416.35,-0.01,2
1665422131,14297104,True,169709,100251.326,170.14,-0.01,2
1665422131,14297105,True,675000,100251.326,676.7,-0.01,2
1665422131,14297106,True,5180000,100320.728,5196.61,-0.0094,2
1665422131,14297107,True,668000,100322.172,670.15,-0.0094,2
1665422131,14297108,True,1309000,100322.662,1313.22,-0.0094,2
1665422131,14297109,True,1281000,100322.689,1285.13,-0.0094,2
1665422131,14297110,True,685783,100329.725,688.04,-0.0093,2
1665422140,14297111,False,326000,100182.728,326.6,-0.011,2
1665422140,14297112,False,275000,100182.6,275.5,-0.011,2
1665422144,14297113,True,683205,100354.161,685.62,-0.0091,2
1665422156,14297114,False,414990,100188.561,415.77,-0.011,2
1665422221,14297115,True,199295,100353.237,200.0,-0.0091,2
1665422224,14297116,False,100479,100212.144,100.69,-0.01,2
1665422229,14297117,True,9974,100351.47,10.01,-0.0091,0
1665422252,14297118,True,99647,100364.14,100.01,-0.009,2
1665422270,14297119,True,99636,100364.14,100.0,-0.009,2
1665422275,14297120,False,643266,100228.87,644.74,-0.01,2
1665422335,14297121,True,99636,100364.14,100.0,-0.009,2
1665422340,14297122,False,331000,100252.688,331.84,-0.01,2
1665422340,14297123,False,333480,100252.261,334.32,-0.01,2
1665422358,14297124,False,24940,100258.112,25.0,-0.01,0
1665422411,14297125,True,8959,100364.14,8.99,-0.009,0
1665422411,14297126,True,492043,100440.076,494.21,-0.0082,2
1665422429,14297127,True,148879,100433.656,149.52,-0.0083,2
1665422434,14297128,True,47494,100431.716,47.7,-0.0083,0
1665422443,14297129,True,10184,100444.473,10.23,-0.0082,0
1665422518,14297130,False,306000,100347.573,307.06,-0.0091,2
1665422518,14297131,False,3297990,100346.455,3309.42,-0.0091,2
1665422548,14297132,True,49781,100437.246,50.0,-0.0082,0
1665422576,14297133,True,497859,100429.925,500.0,-0.0083,2
1665422609,14297134,False,806920,100353.764,809.77,-0.0091,2
1665422614,14297135,False,964990,100353.775,968.4,-0.0091,2
1665422637,14297136,False,4078540,100353.776,4092.97,-0.0091,2
1665422664,14297137,False,199000,100345.36,199.69,-0.0091,2
