timestamp,tid,bool_type,satoshi,price,volume,var_mean,bool_volume
1665456167,14299064,True,20103,99482.987,20.0,-0.02,0
1665456169,14299065,True,100519,99482.987,100.0,-0.02,2
1665456186,14299066,True,12565,99481.181,12.5,-0.02,0
1665456224,14299067,True,7156,99487.175,7.12,-0.02,0
1665456229,14299068,True,10051,99483.806,10.0,-0.02,0
1665456231,14299069,True,404949,99483.806,402.86,-0.02,2
1665456231,14299070,True,298659,99491.714,297.14,-0.02,2
1665456313,14299071,True,100504,99498.0,100.0,-0.02,2
1665456316,14299072,True,432000,99496.111,429.82,-0.02,2
1665456316,14299073,True,1049000,99496.299,1043.72,-0.02,2
1665456316,14299074,True,1397000,99496.879,1389.97,-0.02,2
1665456375,14299075,True,35308708,99498.0,35131.46,-0.02,1
1665456375,14299076,True,25000000,99498.72,24874.68,-0.02,1
1665456391,14299077,True,32382,99500.01,32.22,-0.02,0
1665456397,14299078,True,24967618,99500.01,24842.78,-0.02,1
1665456410,14299079,False,103386,99502.04,102.87,-0.02,2
1665456423,14299080,True,406000,99500.478,403.97,-0.02,2
1665456423,14299081,True,1604021,99502.04,1596.03,-0.02,2
1665456466,14299082,True,704102,99543.762,700.89,-0.02,2
1665456479,14299083,True,20192372,99545.61,20100.62,-0.02,1
1665456616,14299084,True,502109,99579.7,500.0,-0.019,2
1665456637,14299085,True,827758,99616.06,824.58,-0.019,2
1665456667,14299086,True,2288,99607.863,2.28,-0.019,0
1665456670,14299087,True,14577,99606.213,14.52,-0.019,0
1665456744,14299088,True,100388,99612.928,100.0,-0.019,2
1665456850,14299089,True,602710,99550.32,600.0,-0.02,2
1665456877,14299090,True,1446,99550.32,1.44,-0.02,0
1665456884,14299091,True,1918,99550.0,1.91,-0.02,0
1665456894,14299092,True,36433,99550.32,36.27,-0.02,0
1665456921,14299093,True,384000,99550.0,382.27,-0.02,2
1665456921,14299094,True,118259,99550.32,117.73,-0.02,2
1665456927,14299095,True,25956,99550.0,25.84,-0.02,0
1665456928,14299096,True,41376,99550.0,41.19,-0.02,0
1665457068,14299097,True,50199,99601.12,50.0,-0.019,0
1665457102,14299098,True,50199,99601.12,50.0,-0.019,0
1665457174,14299099,False,36178,99560.512,36.02,-0.02,0
1665457227,14299100,False,6965,99562.333,6.93,-0.02,0
1665457247,14299101,True,42239,99598.531,42.07,-0.019,0
1665457358,14299102,True,6525,99601.12,6.5,-0.019,0
1665457378,14299103,True,18092,99598.556,18.02,-0.019,0
1665457442,14299104,False,49776,99566.092,49.56,-0.02,0
1665457463,14299105,True,40157,99608.76,40.0,-0.019,0
1665457478,14299106,True,5019,99608.76,5.0,-0.019,0
1665457484,14299107,True,50196,99608.76,50.0,-0.019,0
1665457531,14299108,False,16990,99566.19,16.92,-0.02,0
1665457658,14299109,False,1000000,99573.131,995.73,-0.02,2
1665457683,14299110,True,92291,99629.98,91.95,-0.019,0
1665457783,14299111,True,202687,99660.75,202.0,-0.019,2
1665457847,14299112,True,5017,99647.551,5.0,-0.019,0
1665457890,14299113,True,9758,99608.3,9.72,-0.019,0
1665458007,14299114,True,100355,99645.22,100.0,-0.019,2
1665458044,14299115,False,860588,99604.449,857.18,-0.019,2
1665458101,14299116,True,396999,99672.46,395.7,-0.019,2
1665458101,14299117,True,194605,99673.518,193.97,-0.019,2
1665458175,14299118,True,10033,99667.882,10.0,-0.019,0
1665458199,14299119,True,50162,99675.48,50.0,-0.018,0
1665458346,14299120,True,290166,99622.252,289.07,-0.019,2
1665458373,14299121,True,100366,99633.43,100.0,-0.019,2
1665458430,14299122,True,605911,99633.43,603.69,-0.019,2
