timestamp,tid,bool_type,satoshi,price,volume,var_mean,bool_volume
1665005150,14286465,True,95612,104588.486,100.0,0.029,2
1665005168,14286466,False,13608,104483.088,14.22,0.028,0
1665005213,14286467,True,478064,104588.486,500.0,0.029,2
1665005232,14286468,False,5530,104462.585,5.78,0.027,0
1665005309,14286469,True,310000,104573.823,324.18,0.029,2
1665005309,14286470,True,271000,104590.865,283.44,0.029,2
1665005339,14286471,True,47787,104630.642,50.0,0.029,0
1665005361,14286472,True,95585,104618.108,100.0,0.029,2
1665005496,14286473,True,47819,104560.897,50.0,0.028,0
1665005524,14286474,True,6857,104563.349,7.17,0.028,0
1665005525,14286475,False,1639,104459.777,1.71,0.027,0
1665005565,14286476,False,1210000,104474.931,1264.15,0.028,2
1665005565,14286477,False,666000,104439.254,695.57,0.027,2
1665005565,14286478,False,680000,104438.613,710.18,0.027,2
1665005565,14286479,False,842000,104437.691,879.37,0.027,2
1665005565,14286480,False,322000,104437.596,336.29,0.027,2
1665005565,14286481,False,825000,104437.349,861.61,0.027,2
1665005565,14286482,False,352917,104437.03,368.58,0.027,2
1665005595,14286483,True,95641,104557.375,100.0,0.028,2
1665005600,14286484,True,6680,104783.726,7.0,0.031,0
1665005613,14286485,False,950,104472.188,0.99,0.028,0
1665005664,14286486,True,13284,104633.5,13.9,0.029,0
1665005697,14286487,True,1303000,104704.52,1364.3,0.03,2
1665005697,14286488,True,1262000,104704.942,1321.38,0.03,2
1665005697,14286489,True,720000,104705.744,753.88,0.03,2
1665005697,14286490,True,658000,104705.744,688.96,0.03,2
1665005697,14286491,True,1276000,104706.007,1336.05,0.03,2
1665005697,14286492,True,511364,104706.024,535.43,0.03,2
1665005766,14286493,False,264115,104547.73,276.13,0.028,2
1665005788,14286494,False,48270,104559.478,50.47,0.028,0
1665005796,14286495,False,290385,104563.543,303.64,0.028,2
1665005871,14286496,True,362612,104789.63,379.98,0.031,2
1665005884,14286497,False,14662,104606.162,15.34,0.029,0
1665005910,14286498,True,4151,104771.339,4.35,0.031,0
