amount,date,price,tid,type,satoshi,volume
0.03018858,1663608510,99375.3025,14227484,buy,3018858,2999.9992695454503
0.00328523,1663608514,99195.72429418,14227485,sell,328523,325.880769322969
0.00055343,1663608536,99378.69784252,14227486,buy,55343,54.99915274698585
0.0010081,1663608626,99200,14227487,sell,100810,100.00352000000001
0.0076219,1663608626,99195.30038342,14227488,sell,762190,756.056659992389
1.006e-05,1663608631,99363.83950901,14227489,buy,1006,0.9996002254606405
0.00101648,1663608636,99361.97482916,14227490,buy,101648,100.99946017434455
0.03018718,1663608666,99379.93394,14227491,buy,3018718,2999.999954234889
7.669e-05,1663608672,99196.16685001,14227492,sell,7669,7.607354035727267
0.05,1663608710,99379.9239,14227493,buy,5000000,4968.996195
0.00031197,1663608710,99379.93394,14227494,buy,31197,31.0035579912618
7.145e-05,1663608717,99194.11483081,14227495,sell,7145,7.087419504661375
0.00201248,1663608718,99379.93394,14227496,buy,201248,200.00012945557123
0.00019118,1663608742,99379.93394,14227497,buy,19118,18.9994557706492
0.00251559,1663608751,99379.9239,14227498,buy,251558,249.99914276360096
0.00251559,1663608760,99379.9239,14227499,buy,251558,249.99914276360096
0.0100624,1663608778,99379.93394,14227500,buy,1006240,1000.0006472778562
0.01115343,1663608792,99195.85472826,14227501,sell,1115343,1106.3740220018171
0.01668,1663608798,99195.31901686,14227502,sell,1668000,1654.5779212012249
0.00666,1663608798,99193.48129384,14227503,sell,666000,660.6285854169744
0.0062545,1663608798,99193.2297424,14227504,sell,625450,620.4040554238408
0.00636,1663608802,99195.17926606,14227505,sell,636000,630.8813401321416
0.00263999,1663608802,99193.64435,14227506,sell,263999,261.87022914755653
0.00100627,1663608805,99376.53335141,14227507,buy,100627,99.99962421552335
0.01320644,1663608811,99196.45101,14227508,sell,1320644,1310.0319784765045
0.02741,1663608811,99196.45099834,14227509,sell,2741000,2718.9747218644998
0.01601,1663608811,99195.11171984,14227510,sell,1601000,1588.1137386346384
0.01237,1663608811,99194.81591398,14227511,sell,1237000,1227.0398728559326
0.01237,1663608811,99192.50070906,14227512,sell,1237000,1227.0112337710723
0.01863356,1663608811,99189.25150296,14227513,sell,1863356,1848.2488692354955
0.00172197,1663608814,99196.2693223,14227514,sell,172197,170.8129998849209
0.00020126,1663608820,99370.65900051,14227515,buy,20126,19.999338830442642
0.01887,1663608821,99189.44249572,14227516,sell,1887000,1871.7047798942365
0.00558,1663608821,99181.80744368,14227517,sell,558000,553.4344855357343
0.1709872,1663608821,99180,14227518,sell,17098720,16958.510496
0.02645803,1663608822,99180,14227519,sell,2645803,2624.1074154000003
0.1,1663608822,99180,14227520,sell,10000000,9918.0
0.0004133,1663608824,99369.02344472,14227521,buy,41330,41.06921738970278
7.998e-05,1663608826,99180,14227522,sell,7998,7.9324164
7.084e-05,1663608827,99367.69745016,14227523,buy,7084,7.039207687369335
0.00282,1663608833,99180,14227524,sell,282000,279.6876
0.15,1663608839,99180,14227525,sell,15000000,14877.0
0.04965479,1663608841,99180,14227526,sell,4965479,4924.7620722
0.00278521,1663608841,99100,14227527,sell,278521,276.014311
4.182e-05,1663608845,99101.10403132,14227528,sell,4182,4.144408170589803
0.00552,1663608852,99104.74453966,14227529,sell,552000,547.0581898589231
0.00564,1663608852,99102.90681664,14227530,sell,564000,558.9403944458496
0.22638,1663608852,99100,14227531,sell,22638000,22434.257999999998
0.00547818,1663608857,99100,14227532,sell,547818,542.887638
0.50488999,1663608862,99100,14227533,sell,50488999,50034.598009
0.0001231,1663608865,99100,14227534,sell,12310,12.19921
0.00788,1663608866,99349.95007241,14227535,buy,788000,782.8776065705908
0.0021863,1663608866,99350.30570922,14227536,buy,218630,217.2095733720677
0.14999999,1663608870,99100,14227537,sell,14999999,14864.999009
0.11034353,1663608872,99100,14227538,sell,11034353,10935.043823
0.00849577,1663608872,99056.26,14227539,sell,849577,841.5592020201999
0.00867544,1663608872,99000,14227540,sell,867544,858.86856
0.00020202,1663608872,99000,14227541,sell,20202,19.99998
5e-05,1663608872,99000,14227542,sell,5000,4.95
0.005,1663608872,99000,14227543,sell,500000,495.0
0.00783212,1663608872,99000,14227544,sell,783212,775.37988
0.0010101,1663608872,99000,14227545,sell,101010,99.99990000000001
0.0050505,1663608872,99000,14227546,sell,505050,499.9995
0.00026,1663608872,99000,14227547,sell,25999,25.74
0.00545,1663608872,98985.98887456,14227548,sell,545000,539.473639366352
2.03e-05,1663608872,98984.61,14227549,sell,2029,2.009387583
0.01395,1663608872,98954.97826554,14227550,sell,1395000,1380.4219468042832
0.01918,1663608872,98954.03727682,14227551,sell,1918000,1897.9384349694076
0.01352,1663608872,98953.61336607,14227552,sell,1352000,1337.8528527092665
0.00767,1663608872,98953.52252804,14227553,sell,767000,758.9735177900668
0.00789,1663608872,99348.43151614,14227554,buy,789000,783.8591246623446
0.00771166,1663608872,99348.57532389,14227555,buy,771166,766.1424343822297
6.48e-05,1663608876,98954.22361122,14227556,sell,6480,6.4122336900070565
0.0016,1663608883,98950.08,14227557,sell,160000,158.320128
0.00979001,1663608883,98928.75,14227558,sell,979001,968.5134517875
0.22176959,1663608891,98928.75,14227559,sell,22176959,21939.3883267125
0.00869,1663608895,99335.94425487,14227560,buy,869000,863.2293555748203
0.00137683,1663608895,99336.92168835,14227561,buy,137683,136.77005388817093
0.00552,1663608903,98929.74921822,14227562,sell,552000,546.0922156845743
0.01104,1663608903,98891.33304632,14227563,sell,1104000,1091.7603168313726
0.01271,1663608903,98888.76861914,14227564,sell,1271000,1256.8762491492694
0.02,1663608903,98880.33,14227565,sell,2000000,1977.6066
0.0124,1663608918,98850.00000001,14227566,sell,1240000,1225.740000000124
0.00256808,1663608918,98850,14227567,sell,256808,253.854708
0.0125,1663608933,98800.00000001,14227568,sell,1250000,1235.000000000125
0.00028224,1663608933,98800,14227569,sell,28224,27.885312000000003
0.00040273,1663608935,99320.25845008,14227570,buy,40273,39.99924768560072
9.162e-05,1663608950,99314.75216017,14227571,buy,9162,9.099217592914774
0.0007299,1663608953,98800,14227572,sell,72990,72.11412
0.0001,1663608953,98715,14227573,sell,10000,9.871500000000001
0.0005065,1663608953,98715,14227574,sell,50650,49.9991475
0.01013068,1663608953,98710,14227575,sell,1013068,999.9994227999999
0.02241,1663608953,98584.36410552,14227576,sell,2241000,2209.275599604703
0.01707,1663608953,98584.31756638,14227577,sell,1706999,1682.8343008581066
0.01024,1663608953,98583.72129728,14227578,sell,1024000,1009.4973060841473
0.01230262,1663608953,98583.59319238,14227579,sell,1230262,1212.836485280438
0.00101547,1663608955,98585.51942424,14227580,sell,101547,100.110637409733
1.006e-05,1663608974,99305.36782367,14227581,buy,1006,0.9990120003061203
0.00038462,1663608988,99299.9978,14227582,buy,38462,38.192765153836
0.00251762,1663608988,99299.9978,14227583,buy,251762,249.99966046123598
0.00696622,1663608994,99297.71166757,14227584,buy,696622,691.7297049728595
0.00151081,1663609031,99284.3005976,14227585,buy,151081,149.99971418586006
0.00392199,1663609038,98567.92000001,14227586,sell,392199,386.58239656083924
0.00041041,1663609056,98570.98588416,14227587,sell,41041,40.45451831671811
0.00010788,1663609071,99251.34593594,14227588,buy,10788,10.707235199569208
0.00141056,1663609073,99251.34593592,14227589,buy,141056,139.9999785233713
9.32e-05,1663609101,99239.02686148,14227590,buy,9320,9.249077303489937
4.03e-05,1663609110,99233.85694519,14227591,buy,4029,3.9991244348911565
0.0101,1663609154,98567.92000001,14227592,sell,1010000,995.5359920001009
0.00304297,1663609154,98567.92,14227593,sell,304297,299.93922352239997
0.00863487,1663609154,98509.13271478,14227594,sell,863486,850.6135548048724
0.00100798,1663609168,99207.80261457,14227595,buy,100797,99.99948087943426
0.00180033,1663609179,99203.51263217,14227596,buy,180033,178.5990598970746
0.00023454,1663609221,99090.27876,14227597,buy,23454,23.2406339803704
2.02e-05,1663609222,98515.62181026,14227598,sell,2020,1.9900155605672518
0.0099,1663609236,99082.83467613,14227599,buy,990000,980.9200632936871
0.01592,1663609236,99082.83467614,14227600,buy,1592000,1577.3987280441488
0.01159,1663609236,99083.5269233,14227601,buy,1159000,1148.378077041047
0.00296013,1663609236,99084.50922,14227602,buy,296013,293.30302827739865
0.0009462,1663609242,99080.27774912,14227603,buy,94620,93.74975880621734
0.00353279,1663609261,99071.7050968,14227604,buy,353279,349.99952904892405
0.01622718,1663609267,98600,14227605,buy,1622718,1599.9999480000001
0.00010094,1663609288,99060.5121427,14227606,buy,10094,9.999168095684139
0.00888,1663609315,99047.13735976,14227607,buy,888000,879.538579754669
0.0098,1663609315,99048.50722913,14227608,buy,980000,970.6753708454739
0.01125,1663609315,99048.50722914,14227609,buy,1125000,1114.295706327825
0.00937,1663609315,99048.51454161,14227610,buy,937000,928.0845812548856
0.00947,1663609315,99049.11394525,14227611,buy,946999,937.9951090615175
0.01113,1663609315,99049.20950158,14227612,buy,1113000,1102.4177017525853
0.01595,1663609315,99050.33318448,14227613,buy,1595000,1579.8528142924558
0.01065,1663609315,99050.38924674,14227614,buy,1065000,1054.886645477781
0.01496,1663609315,99050.40874666,14227615,buy,1496000,1481.7941148500336
0.00959569,1663609315,99050.64762068,14227616,buy,959569,950.4593088672829
0.00311356,1663609318,99047.13735975,14227617,buy,311356,308.38920499782324
0.01063,1663609329,98592.37790024,14227618,sell,1063000,1048.0369770795512
0.0127,1663609329,98591.90507671,14227619,sell,1270000,1252.1171944742168
0.00617428,1663609329,98591.9050767,14227620,sell,617428,608.7340276769672
2.023e-05,1663609330,98592.79948182,14227621,sell,2023,1.9945323335172187
0.00803,1663609332,99041.12650942,14227622,buy,803000,795.3002458706427
0.00752,1663609332,99042.44275402,14227623,buy,752000,744.7991695102304
0.00396,1663609332,99043.18130118,14227624,buy,396000,392.2109979526728
0.06126286,1663609332,99043.52020427,14227625,buy,6126286,6067.689312181365
0.00019093,1663609339,99037.6213988,14227626,buy,19093,18.90925305367288
0.00050488,1663609356,99031.71536052,14227627,buy,50488,49.99913245121934
0.00507924,1663609373,98605.26758237,14227628,sell,507923,500.83981931507697
0.00305549,1663609374,98593.55180697,14227629,sell,305549,301.25161161067876
0.00369,1663609376,99024.23226622,14227630,buy,369000,365.3994170623518
0.00945,1663609376,99024.71215311,14227631,buy,945000,935.7835298468895
0.01671,1663609376,99025.31944745,14227632,buy,1671000,1654.7130879668896
0.0126,1663609376,99025.44369875,14227633,buy,1260000,1247.72059060425
