100,200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300,2400,2500,2600,2700,2800,2900,3000,3100,3200,3300,3400,3500,3600,3700,3800,3900,4000,4100,4200,4300,4400,4500,4600,4700,4800,4900,5000,5100,5200,5300,5400,5500,5600,5700,5800,5900,6000,6100,6200,6300,6400,6500,6600,6700,6800,6900,7000,7100,7200,7300,7400,7500,7600,7700,7800,7900,8000,8100,8200,8300,8400,8500,8600,8700,8800,8900,9000,9100,9200,9300,9400,9500,9600,9700,9800,9900,10000,0
4069,745,449,299,451,339,240,151,130,310,200,155,140,132,146,92,79,77,64,106,77,57,51,49,55,25,8,18,11,29,16,12,5,10,10,2,10,5,5,16,9,7,6,2,7,8,10,5,10,53,31,15,9,3,1,3,3,5,4,1,2,3,0,3,4,3,1,4,1,4,4,1,2,0,2,2,3,5,3,3,3,3,6,3,4,0,4,1,2,0,9,3,3,2,2,2,2,6,2,29,384
100,200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300,2400,2500,2600,2700,2800,2900,3000,3100,3200,3300,3400,3500,3600,3700,3800,3900,4000,4100,4200,4300,4400,4500,4600,4700,4800,4900,5000,5100,5200,5300,5400,5500,5600,5700,5800,5900,6000,6100,6200,6300,6400,6500,6600,6700,6800,6900,7000,7100,7200,7300,7400,7500,7600,7700,7800,7900,8000,8100,8200,8300,8400,8500,8600,8700,8800,8900,9000,9100,9200,9300,9400,9500,9600,9700,9800,9900,10000,0
2465,719,457,469,398,308,264,213,213,236,238,157,134,120,126,125,82,79,83,73,63,50,53,33,53,40,20,22,12,12,24,13,16,11,12,9,7,9,5,10,13,6,13,3,12,6,5,7,5,17,46,15,12,2,5,4,5,5,2,5,4,6,4,4,3,3,0,3,2,5,2,3,2,1,7,4,3,4,4,3,3,3,3,2,1,5,1,0,4,6,1,8,0,2,1,6,4,6,9,10,245
