-0.035639,-0.032539,-0.029441,-0.026342,-0.023242,-0.020144,-0.017045,-0.013945,-0.010846,-0.007747,-0.004648,-0.00155,0.00155,0.004648,0.007748,0.010847,0.013945,0.017045,0.020144,0.023243,0.026341,0.029441,0.03254,0.035638,0.038738
0,28,370,150,171,225,512,779,836,785,748,841,762,915,1627,1099,472,867,840,238,115,214,20,7,0
-0.035639,-0.032539,-0.029441,-0.026342,-0.023242,-0.020144,-0.017045,-0.013945,-0.010846,-0.007747,-0.004648,-0.00155,0.00155,0.004648,0.007748,0.010847,0.013945,0.017045,0.020144,0.023243,0.026341,0.029441,0.03254,0.035638,0.038738
57,115,106,79,264,182,369,658,699,849,636,886,522,759,1095,764,482,840,506,113,166,279,22,24,0
