tid,volume,50,100,200,500,1500,3000,5000,10000,20000,0
14228128,1604.0734224154,False,False,False,False,False,True,False,False,False,False
14228129,1129.532952299171,False,False,False,False,True,False,False,False,False,False
14228130,1691.8174196494658,False,False,False,False,False,True,False,False,False,False
14228131,952.08425389569,False,False,False,False,True,False,False,False,False,False
14228132,1230.2445202019053,False,False,False,False,True,False,False,False,False,False
14228133,1587.1564407721671,False,False,False,False,False,True,False,False,False,False
14228146,309.056702760149,False,False,False,True,False,False,False,False,False,False
14228147,413.73719885636996,False,False,False,True,False,False,False,False,False,False
14228148,99.6965,False,True,False,False,False,False,False,False,False,False
14228149,177.50865689481782,False,False,True,False,False,False,False,False,False,False
14228150,744.6841531052747,False,False,False,False,True,False,False,False,False,False
14228151,1379.7998368001383,False,False,False,False,True,False,False,False,False,False
14228152,392.8042888000394,False,False,False,True,False,False,False,False,False,False
14228153,14955.0,False,False,False,False,False,False,False,False,True,False
14228154,6196.061607902741,False,False,False,False,False,False,False,True,False,False
14228155,4331.649679615355,False,False,False,False,False,False,True,False,False,False
14228157,99.9990840412592,False,True,False,False,False,False,False,False,False,False
14228158,169.47589560998298,False,False,True,False,False,False,False,False,False,False
14228159,130.52335637959098,False,False,True,False,False,False,False,False,False,False
14228160,22.9998728660359,True,False,False,False,False,False,False,False,False,False
14228161,149.99999302990798,False,False,True,False,False,False,False,False,False,False
14228164,1445.5615908755608,False,False,False,False,True,False,False,False,False,False
14228165,1075.057398916611,False,False,False,False,True,False,False,False,False,False
14228166,956.4033877814824,False,False,False,False,True,False,False,False,False,False
14228167,1111.3200662987376,False,False,False,False,True,False,False,False,False,False
14228168,452.7234542930874,False,False,False,True,False,False,False,False,False,False
14228169,936.4302677529046,False,False,False,False,True,False,False,False,False,False
14228170,1528.0707560825233,False,False,False,False,False,True,False,False,False,False
14228171,1171.2912923935612,False,False,False,False,True,False,False,False,False,False
14228172,1561.0585055451343,False,False,False,False,False,True,False,False,False,False
14228173,17699.51568,False,False,False,False,False,False,False,False,True,False
14228174,1922.750029356149,False,False,False,False,False,True,False,False,False,False
14228175,2050.7411395471304,False,False,False,False,False,True,False,False,False,False
14228176,6172.23506457569,False,False,False,False,False,False,False,True,False,False
14228177,6172.235280134754,False,False,False,False,False,False,False,True,False,False
14228178,17804.52520364321,False,False,False,False,False,False,False,False,True,False
14228179,17804.52577600653,False,False,False,False,False,False,False,False,True,False
14228180,20856.809056308877,False,False,False,False,False,False,False,False,False,True
14228181,20856.809481093747,False,False,False,False,False,False,False,False,False,True
14228182,20857.548439863654,False,False,False,False,False,False,False,False,False,True
14228183,20857.54582193833,False,False,False,False,False,False,False,False,False,True
14228184,20857.54510994854,False,False,False,False,False,False,False,False,False,True
14228185,59963.163420000004,False,False,False,False,False,False,False,False,False,True
14228194,385.209446361516,False,False,False,True,False,False,False,False,False,False
14228198,1242.1278970716116,False,False,False,False,True,False,False,False,False,False
14228199,1203.0988385759758,False,False,False,False,True,False,False,False,False,False
14228200,768.7023486233088,False,False,False,False,True,False,False,False,False,False
14228201,380.347673707762,False,False,False,True,False,False,False,False,False,False
14228202,875.8012896119376,False,False,False,False,True,False,False,False,False,False
14228203,529.9218555675701,False,False,False,False,True,False,False,False,False,False
14228208,299.9996850249953,False,False,False,True,False,False,False,False,False,False
14228217,99.99956909358173,False,True,False,False,False,False,False,False,False,False
14228227,199.99939377224675,False,False,True,False,False,False,False,False,False,False
14228228,4799.999434958856,False,False,False,False,False,False,True,False,False,False
14228229,49.99974812299642,True,False,False,False,False,False,False,False,False,False
14228230,765.9192900402315,False,False,False,False,True,False,False,False,False,False
14228231,853.0280317684787,False,False,False,False,True,False,False,False,False,False
14228232,733.8914310911724,False,False,False,False,True,False,False,False,False,False
14228233,909.1064910769916,False,False,False,False,True,False,False,False,False,False
14228234,358.43710614053396,False,False,False,True,False,False,False,False,False,False
14228235,773.9449002170956,False,False,False,False,True,False,False,False,False,False
14228236,862.0533511565429,False,False,False,False,True,False,False,False,False,False
14228237,1625.1288706798937,False,False,False,False,False,True,False,False,False,False
14228238,1224.3628326266323,False,False,False,False,True,False,False,False,False,False
